event_mention,event_subject,event_subject_id,event_subject_type,event_object,event_object_id,event_object_type,event_complement,event_complement_id,event_trigger,event_trigger_id,relation_type,relation_id
"El Fondo de Garantía Salarial se financiará con las aportaciones efectuadas por todos los empresarios a que se refiere el artículo 1.2 de esta ley, tanto si son públicos como privados",Fondo de Garantía Salarial,argument0041,LegalConcept,empresarios,argument0455,LegalAgent,aportaciones,argument0157,se financiará,trigger0563,Duty,duty0048
"En la actividad de trabajo en el mar se considerará como centro de trabajo el buque, entendiéndose situado en la provincia donde radique su puerto de base",actividad de trabajo en el mar,argument0132,LegalConcept,,,,buque,argument0182,se considerará,trigger0530,Duty,duty0049
Se considerarán relaciones laborales de carácter especial La de residencia para la formación de especialistas en Ciencias de la Salud,relaciones laborales de carácter especial,argument0836,LegalConcept,,,,residencia,argument0858,se considerarán,trigger0533,Duty,duty0050
"Sin perjuicio de lo establecido en la legislación de Seguridad Social, el cedente y el cesionario, en las transmisiones que tengan lugar por actos inter vivos, responderán solidariamente durante tres años de las obligaciones laborales nacidas con anterioridad a la transmisión y que no hubieran sido satisfechas",cedente y el cesionario,argument0208,LegalEntity,,,,obligaciones laborales,argument0694,responderán solidariamente,trigger0510,Duty,duty0051
"La duración del descanso semanal de los menores de dieciocho años será, como mínimo, de dos días ininterrumpidos",duración del descanso semanal de los menores de dieciocho años,argument0412,LegalConcept,,,,,,será,trigger0610,Duty,duty0052
Se presumirán por tiempo indefinido los contratos temporales celebrados en fraude de ley,contratos temporales,argument0298,LegalConcept,,,,,,presumirán,trigger0458,NoRight,noright0009
"Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria",trabajadores fijos-discontinuos,argument0944,LegalAgent,,,,,,serán llamados,trigger0630,Duty,duty0053
"competencias 2.º De vigilancia y control de las condiciones de seguridad y salud en el desarrollo del trabajo en la empresa, con las particularidades previstas en este orden por el artículo 19.3.º De vigilancia del respeto y aplicación del principio de igualdad de trato y de oportunidades entre mujeres y hombres, especialmente en materia salarial",competencias,argument0239,LegalConcept,,,,,,,,Norelation,
"Tendrá la consideración de trabajo a distancia aquel en que la prestación de la actividad laboral se realice de manera preponderante en el domicilio del trabajador o en el lugar libremente elegido por este, de modo alternativo a su desarrollo presencial en el centro de trabajo de la empresa",trabajo a distancia,argument0950,LegalConcept,,,,,,Tendrá la consideración de,trigger0026,Norelation,
"El régimen de horas complementarias pactado con anterioridad al 22 de diciembre de 2013 continuará siendo de aplicación en los contratos vigentes a dicha fecha, salvo que las partes acuerden modificarlo en los términos establecidos en la actual redacción de los apartados 4 y 5 del artículo 12.Disposición transitoria séptima",régimen de horas complementarias,argument0875,LegalConcept,,,,,,continuará siendo de aplicación,trigger0089,Duty,duty0054
Ambas partes estarán obligadas a negociar bajo el principio de la buena fe,Ambas partes,argument0002,LegalEntity,,,,,,estarán obligadas a negociar,trigger0233,Duty,duty0055
"Cuando el trabajador fuera representante legal de los trabajadores o delegado sindical procederá la apertura de expediente contradictorio, en el que serán oídos, además del interesado, los restantes miembros de la representación a que perteneciere, si los hubiese",trabajador,argument0925,LegalAgent,,,,,,procederá la apertura de expediente contradictorio,trigger0462,Duty,duty0056
"Dichas certificaciones consignarán si el sindicato tiene o no la condición de más representativo o representativo, salvo que el ejercicio de las funciones o facultades correspondientes requiera la precisión de la concreta representatividad ostentada",certificaciones,argument0212,LegalConcept,,,,,,consignarán,trigger0079,Duty,duty0057
Se considerarán relaciones laborales de carácter especial La del servicio del hogar familiar,relaciones laborales,argument0835,LegalConcept,servicio del hogar familiar,argument0890,LegalConcept,,,considerarán,trigger0078,NoRelation,
"A los efectos de este artículo se entiende que existe insolvencia del empresario cuando, instada la ejecución en la forma establecida por la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social, no se consiga satisfacción de los créditos laborales",insolvencia del empresario,argument0541,LegalConcept,ejecución,argument0420,LegalConcept,créditos laborales,argument0322,existe,trigger0246,NoRight,noright0010
"Los trabajadores tienen como derechos básicos, con el contenido y alcance que para cada uno de los mismos disponga su específica normativa, los de Adopción de medidas de conflicto colectivo",trabajadores,argument0933,LegalAgent,derechos básicos,argument0366,LegalConcept,medidas de conflicto colectivo,argument0635,tienen,trigger0695,Right,right0013
"En la negociación colectiva se pactarán los términos de su ejercicio, que se acomodarán a criterios y sistemas que garanticen la ausencia de discriminación, tanto directa como indirecta, entre personas trabajadoras de uno y otro sexo",negociación colectiva,argument0668,LegalConcept,términos de su ejercicio,argument0966,LegalConcept,criterios y sistemas,argument0319,pactarán,trigger0348,Duty,duty0058
"Cuando se someta a la asamblea por parte de los convocantes la adopción de acuerdos que afecten al conjunto de los trabajadores, se requerirá para la validez de aquellos el voto favorable personal, libre, directo y secreto, incluido el voto por correo, de la mitad más uno de los trabajadores de la empresa o centro de trabajo",los convocantes,argument0610,LegalEntity,,,,,,se requerirá,trigger0599,Duty,duty0059
"Los derechos y obligaciones concernientes a la relación laboral se regulan Por la voluntad de las partes, manifestada en el contrato de trabajo, siendo su objeto lícito y sin que en ningún caso puedan establecerse en perjuicio del trabajador condiciones menos favorables o contrarias a las disposiciones legales y convenios colectivos antes expresados",Los derechos y obligaciones concernientes a la relación laboral,argument0086,LegalConcept,,,,,,se regulan,trigger0598,Duty,duty0060
"El trabajador La misma correrá a cargo de la empresa, sin perjuicio de la posibilidad de obtener a tal efecto los créditos destinados a la formación",El trabajador,argument0030,LegalAgent,,,,,,correrá a cargo,trigger0095,Duty,duty0061
"Las discrepancias que surjan entre empresarios y trabajadores en relación con el ejercicio de los derechos de conciliación de la vida personal, familiar y laboral reconocidos legal o convencionalmente se resolverán por la jurisdicción social a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social",Las discrepancias que surjan entre empresarios y trabajadores,argument0068,LegalConcept,,,,,,se resolverán,trigger0600,Duty,duty0062
"Los comités de empresa o centro de trabajo elegirán de entre sus miembros un presidente y un secretario del comité, y elaborarán su propio reglamento de procedimiento, que no podrá contravenir lo dispuesto en la ley, remitiendo copia del mismo a la autoridad laboral, a efectos de registro, y a la empresa",comités de empresa o centro de trabajo,argument0234,LegalEntity,,,,,,elegirán,trigger0202,Duty,duty0063
"La designación de los componentes de la comisión corresponderá a las partes negociadoras, quienes de mutuo acuerdo podrán designar un presidente y contar con la asistencia en las deliberaciones de asesores, que intervendrán, igual que el presidente, con voz pero sin voto",partes negociadoras,argument0730,LegalEntity,,,,,,corresponderá,trigger0097,Duty,duty0064
"En todo caso, la duración de la jornada deberá ser, como mínimo, igual a la reducción de jornada acordada por el trabajador sustituido",duración de la jornada,argument0411,LegalConcept,,,,,,deberá ser,trigger0143,Duty,duty0065
"Cuando el despido sea declarado improcedente, el empresario, en el plazo de cinco días desde la notificación de la sentencia, podrá optar entre la readmisión del trabajador o el abono de una indemnización equivalente a treinta y tres días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año, hasta un máximo de veinticuatro mensualidades",empresario,argument0449,LegalAgent,trabajador,argument0925,LegalAgent,,,podrá optar,trigger0392,Right,right0014
Lo establecido en el párrafo anterior también será de aplicación cuando se produzcan supuestos de sucesión o subrogación empresarial conforme a lo dispuesto legal o convencionalmente,Lo establecido en el párrafo anterior,argument0079,LegalConcept,,,,,,será de aplicación,trigger0614,Right,right0015
"No obstante, cuando la persona trabajadora forme parte de una familia que tenga reconocida la condición de familia numerosa, la reserva de su puesto de trabajo se extenderá hasta un máximo de quince meses cuando se trate de una familia numerosa de categoría general, y hasta un máximo de dieciocho meses si se trata de categoría especial",la reserva de su puesto de trabajo,argument0575,LegalConcept,,,,,,se extenderá,trigger0560,Right,right0016
