event_subject,event_object,event_complement,event_trigger,event_subject_type,event_object_type,event_subject_id,event_object_id,event_complement_id,event_trigger_id
juez,Fondo de Garantía Salarial,,citara,LegalAgent,LegalEntity,argument0558,argument0041,,trigger0060
contrato a tiempo parcial,,,podrá concertarse,LegalConcept,,argument0284,,,trigger0367
contrato,,,se considerará terminado,LegalConcept,,argument0283,,,trigger0531
empresa,,,deberá informar,LegalAgent,,argument0445,,,trigger0128
trabajo,,,no estará sometido,LegalConcept,,argument0949,,,trigger0302
trabajadores y empresarios,,,regulan,LegalEntity,,argument0948,,,trigger0499
mesas electorales,,,extenderán,LegalEntity,,argument0644,,,trigger0252
progenitor,,,disfrutará,LegalAgent,,argument0786,,,trigger0191
mesa,,,habrán de transcurrir,LegalEntity,,argument0642,,,trigger0274
relación laboral,,,extinguirá,LegalConcept,,argument0839,,,trigger0254
la opción,,,no efectuar,LegalConcept,,argument0571,,,trigger0300
El trabajador,,,podrá ausentarse,LegalAgent,,argument0030,,,trigger0362
Cualquiera de las partes,,,podrá exigir,LegalAgent,,argument0009,,,trigger0379
El Servicio Público de Empleo,dicho documento,en la que el trabajador preste sus servicios,emitirá,LegalEntity,LegalConcept,argument0017,argument0383,argument0467,trigger0203
contrato,,,se deberá formalizar,LegalConcept,,argument0283,,,trigger0540
requerimiento,sindicatos,,será comunicado,LegalConcept,LegalEntity,argument0854,argument0891,,trigger0613
requerimiento,candidaturas,,será comunicado,LegalConcept,LegalEntity,argument0854,argument0193,,trigger0613
contrato de relevo,,,se ajustará,LegalConcept,,argument0285,,,trigger0516
"progenitores, adoptantes, guardadores o acogedores",derecho,,ejerzan,LegalConcept,LegalConcept,argument0787,argument0358,,trigger0199
trabajador,,,ejercitado,LegalAgent,,argument0925,,,trigger0197
comité de empresa,,,tendrá derecho a Conocer,LegalEntity,,argument0231,,,trigger0654
contrato de relevo,,,se ajustará,LegalConcept,,argument0285,,,trigger0516
consulta,,,se llevará a cabo,LegalConcept,,argument0271,,,trigger0573
incumplimiento,requisitos,este artículo,determinará,LegalConcept,LegalConcept,argument0524,argument0855,argument0480,trigger0187
acuerdo,representantes de los trabajadores,periodo de consultas,entenderá,LegalConcept,LegalAgent,argument0135,argument0850,argument0737,trigger0204
miembros del comité o delegado de personal,,un crédito de horas mensuales retribuidas,Disponer,LegalAgent,,argument0650,,argument0970,trigger0005
despido,trabajador,,deberá ser notificado,LegalConcept,LegalAgent,argument0374,argument0925,,trigger0148
partes negociadoras,,,establecer,LegalEntity,,argument0730,,,trigger0214
reparto de los miembros de la comisión negociadora,,,efectuará,LegalConcept,,argument0841,,,trigger0195
,,,atribuirán,,,,,,trigger0052
,,,impugnar,,,,,,trigger0281
miembros del comité o delegado de personal,,,Disponer,LegalAgent,,argument0650,,,trigger0005
lista,,,figurar,LegalConcept,,argument0600,,,trigger0256
negociación colectiva,,,fijarán,LegalConcept,,argument0668,,,trigger0258
contrato,,,prorrogará,LegalConcept,,argument0283,,,trigger0470
Real Decreto Legislativo 1/1995,,,se aprueba,LegalConcept,,argument0103,,,trigger0520
,,,podrá establecer,,,,,,trigger0377
aquella,,,se cubrirá,LegalAgent,,argument0159,,,trigger0537
compensación,,,comprenderá,LegalConcept,,argument0238,,,trigger0063
tramitación,,,quedará paralizada,LegalConcept,,argument0956,,,trigger0479
mesa electoral,,,se constituirá,LegalEntity,,argument0643,,,trigger0535
quien,,,Tendrá,LegalAgent,,argument0804,,,trigger0025
decisión extintiva,,,Será también nula,LegalConcept,,argument0340,,,trigger0023
acuerdo mayoritario,,,podrá promoverse,LegalConcept,,argument0138,,,trigger0395
trabajadores,,,tienen derecho,LegalAgent,,argument0933,,,trigger0697
empresario,,,podrá suspender,LegalAgent,,argument0449,,,trigger0417
trabajador y el empresario,,,se someterán,LegalAgent,,argument0931,,,trigger0602
contratos de interinidad,beneficiarios de prestaciones por desempleo,trabajadores,darán derecho a,LegalConcept,LegalAgent,argument0292,argument0180,argument0933,trigger0107
indemnización,,contratos,no será de aplicación a,LegalConcept,,argument0529,,argument0290,trigger0329
trabajador,,,podrá ausentarse,LegalAgent,,argument0925,,,trigger0362
fiestas laborales,,,no podrán exceder de,LegalConcept,,argument0502,,,trigger0321
empresario,,,podrá reclamar,LegalAgent,,argument0449,,,trigger0401
personas trabajadoras,,,,LegalAgent,,argument0758,,,
personal laboral de las Administraciones públicas,,,,LegalEntity,,argument0753,,,
,,,,,,,,,
empresario,delegados sindicales,,dar audiencia previa,LegalAgent,LegalAgent,argument0449,argument0352,,trigger0102
trabajadores,,,ocupan,LegalAgent,,argument0933,,,trigger0339
cedente y el cesionario,representantes legales,,deberán informar,LegalEntity,LegalAgent,argument0208,argument0852,,trigger0163
,,,,,,,,,
trabajador,,,tendrá derecho a optar,LegalAgent,,argument0925,,,trigger0660
Los sindicatos,,,estarán legitimados para negociar,LegalEntity,,argument0090,,,trigger0232
Las reducciones de jornada,,,constituyen un derecho individual,LegalConcept,,argument0073,,,trigger0085
despido colectivo,,,se entenderá por,LegalConcept,,argument0375,,,trigger0553
cambios,,ámbito de los medios o instrumentos de producción,producir,LegalConcept,,argument0190,,argument0992,trigger0464
cambios,,ámbito de los sistemas y métodos de trabajo del personal,producir,LegalConcept,,argument0190,,argument0993,trigger0464
cambios,,modo de organizar la producción,producir,LegalConcept,,argument0190,,argument0658,trigger0464
cambios,,demanda de los productos o servicios que la empresa pretende colocar en el mercado,producir,LegalConcept,,argument0190,,argument0353,trigger0464
calificación por la autoridad judicial,,,producir,LegalEntity,,argument0187,,,trigger0464
"disposición adicional cuarta y la disposición transitoria segunda de la Ley 12/2001, de 9 de julio, de medidas urgentes de reforma del mercado de trabajo para el incremento del empleo y la mejora de su calidad",,,,LegalConcept,,argument0404,,,
trabajadores,,estos plazos,adquirirán,LegalAgent,,argument0933,,argument0481,trigger0040
trabajador,,,se asignará,LegalAgent,,argument0925,,,trigger0521
,,,,,,,,,
convenio colectivo,,,puede disponer,LegalConcept,,argument0302,,,trigger0475
empresa,,,se podrá proceder,LegalAgent,,argument0445,,,trigger0580
contrato de trabajo,,,se podrá celebrar,LegalConcept,,argument0286,,,trigger0576
representación de los trabajadores,,,corresponde,LegalConcept,,argument0844,,,trigger0096
convenios colectivos,,,habrán de expresar,LegalConcept,,argument0306,,,trigger0271
,,,se entenderá,,,,,,trigger0549
resultado del escrutinio,,acta,levantará,LegalConcept,,argument0865,,argument0127,trigger0292
resultado del escrutinio,,modelo normalizado,levantará,LegalConcept,,argument0865,,argument0653,trigger0292
resultado del escrutinio,,incidencias,levantará,LegalConcept,,argument0865,,argument0522,trigger0292
resultado del escrutinio,,protestas,levantará,LegalConcept,,argument0865,,argument0794,trigger0292
candidatos,,elecciones de delegados de personal,presentar,LegalAgent,,argument0192,,argument0439,trigger0452
candidatos,,miembros del comité de empresa,presentar,LegalAgent,,argument0192,,argument0647,trigger0452
candidatos,,sindicatos de trabajadores,presentar,LegalAgent,,argument0192,,argument0893,trigger0452
candidatos,,coaliciones,presentar,LegalAgent,,argument0192,,argument0222,trigger0452
contrato de trabajo,,causas,suspenderse,LegalConcept,,argument0286,,argument0201,trigger0649
contrato de trabajo,,consignadas,suspenderse,LegalConcept,,argument0286,,argument0268,trigger0649
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,atribuciones,entenderán,LegalConcept,,argument0505,,argument0174,trigger0207
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,jurisdicción,entenderán,LegalConcept,,argument0505,,argument0559,trigger0207
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,autoridad laboral,entenderán,LegalConcept,,argument0505,,argument0177,trigger0207
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,términos,entenderán,LegalConcept,,argument0505,,argument0965,trigger0207
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,leyes,entenderán,LegalConcept,,argument0505,,argument0594,trigger0207
convenios colectivos,,,tendrán,LegalConcept,,argument0306,,,trigger0676
cedente y el cesionario,representantes legales,,deberán informar,LegalAgent,LegalAgent,argument0208,argument0852,,trigger0163
calendario de vacaciones,,,se fijará,LegalConcept,,argument0184,,,trigger0562
deber de sigilo,,,subsistirá,LegalConcept,,argument0334,,,trigger0645
informe,,,deberá ser evacuado,LegalConcept,,argument0534,,,trigger0145
horas complementarias,,,se consideran,LegalConcept,,argument0512,,,trigger0529
trabajadores,,,elegirán,LegalAgent,,argument0933,,,trigger0202
parte del contrato,,,está obligada a notificar,LegalConcept,,argument0726,,,trigger0236
empresario,,,deberá informar,LegalAgent,,argument0449,,,trigger0128
contratos de interinidad,,,,LegalConcept,,argument0292,,,
distribución,,,deberá respetar,LegalConcept,,argument0406,,,trigger0142
dirección de la empresa,,,deberá comunicar,LegalEntity,,argument0388,,,trigger0113
trabajador,,,tendrá derecho,LegalAgent,,argument0925,,,trigger0652
La ejecución de este contrato de trabajo a tiempo parcial y su retribución,,,serán compatibles,LegalConcept,,argument0056,,,trigger0625
El periodo en que el trabajador permanezca en situación de excedencia conforme a lo establecido en este artículo,,,será computable,LegalConcept,,argument0028,,,trigger0612
,,,Podrán promoverse,,,,,,trigger0010
acuerdos de la comisión,,,requerirán,LegalConcept,,argument0140,,,trigger0502
comité de empresa,,,tendrá derecho a,LegalEntity,,argument0231,,,trigger0653
Real Decreto-ley 10/2011,,,,LegalConcept,,argument0104,,,
contrataciones,,,se regirán por,LegalConcept,,argument0276,,,trigger0596
empresario,,copia básica,entregará,LegalAgent,,argument0449,,argument0313,trigger0210
empresario,,contratos,entregará,LegalAgent,,argument0449,,argument0290,trigger0210
contrato,,duración máxima,considerará prorrogado,LegalConcept,,argument0283,,argument0415,trigger0076
contrato,,obra,considerará prorrogado,LegalConcept,,argument0283,,argument0696,trigger0076
contrato,,servicio,considerará prorrogado,LegalConcept,,argument0283,,argument0889,trigger0076
duración,,jornada ordinaria,será,LegalConcept,,argument0410,,argument0556,trigger0610
duración,,trabajo,será,LegalConcept,,argument0410,,argument0949,trigger0610
decisión,,eficacia,tendrá,LegalConcept,,argument0337,,argument0419,trigger0651
decisión,,acuerdos,tendrá,LegalConcept,,argument0337,,argument0139,trigger0651
despido colectivo,contratos de trabajo,,se entenderá,LegalConcept,LegalConcept,argument0375,argument0293,,trigger0549
plazo,,,se computará,LegalConcept,,argument0761,,,trigger0523
referencias,contrato para la formación,,deberán entenderse realizadas,LegalConcept,LegalConcept,argument0821,argument0288,,trigger0157
resolución de la autoridad laboral,,,se dictará,LegalEntity,,argument0861,,,trigger0544
trabajador,,,resultará elegido,LegalAgent,,argument0925,,,trigger0511
sindicatos,,,estarán legitimados,LegalEntity,,argument0891,,,trigger0231
acuerdo,,,no será,LegalConcept,,argument0135,,,trigger0327
procedimiento,,,se iniciará,LegalConcept,,argument0776,,,trigger0571
La regulación de las condiciones establecidas en un convenio de empresa,,,tendrá prioridad aplicativa,LegalConcept,,argument0065,,,trigger0671
Las personas trabajadoras,,,tienen derecho a solicitar,LegalAgent,,argument0071,,,trigger0702
"Expresar, colegiadamente si se trata del comité",,,pudiendo publicar y distribuir,LegalConcept,,argument0039,,,trigger0472
En aquellos sectores en los que no existan asociaciones empresariales que cuenten con la suficiente representatividad,,,se entenderá válidamente constituida,LegalConcept,,argument0033,,,trigger0555
otro progenitor,,,contará con,LegalAgent,,argument0713,,,trigger0086
trabajador,,,deberá recibir,LegalAgent,,argument0925,,,trigger0140
órganos,,,habrá de dictarse,LegalEntity,,argument1002,,,trigger0270
,,,,,,,,,
empresa,,información,deberá informar,LegalAgent,,argument0445,,argument0531,trigger0128
comisión representativa,,,estará integrada,LegalConcept,,argument0228,,,trigger0221
empresario,,indemnización,podrá dejar de hacerlo,LegalAgent,,argument0449,,argument0529,trigger0369
convenios colectivos,,cláusulas,podrán establecer,LegalConcept,,argument0306,,argument0221,trigger0431
empresario,,,optar,LegalAgent,,argument0449,,,trigger0341
empresa,,,realice,LegalEntity,,argument0445,,,trigger0483
convenios colectivos,,,establecer,LegalConcept,,argument0306,,,trigger0214
acta,,,será firmada,LegalConcept,,argument0127,,,trigger0618
periodo de reducción de jornada,,,no podrán realizarse,LegalConcept,,argument0740,,,trigger0323
información,,,podrá facilitarse,LegalConcept,,argument0531,,,trigger0383
,,,,,,,,,
número de horas complementarias pactadas,,,no podrá exceder,LegalConcept,,argument0682,,,trigger0311
contrato,,,Se presumirá existente,LegalConcept,,argument0283,,,trigger0021
dirección empresarial,,,podrá limitar,LegalEntity,,argument0390,,,trigger0390
,,,,,,,,,
trabajadores,,,tienen como deberes básicos,LegalAgent,,argument0933,,,trigger0696
comunicación,,copia,enviará,LegalConcept,,argument0245,,argument0312,trigger0211
regulación,,organizaciones sindicales,hará,LegalConcept,,argument0831,,argument0706,trigger0277
regulación,,asociaciones empresariales,hará,LegalConcept,,argument0831,,argument0170,trigger0277
contratos,,normativa,continuarán rigiéndose,LegalConcept,,argument0290,,argument0675,trigger0090
empresario,,medios,facilitará,LegalAgent,,argument0449,,argument0639,trigger0255
trabajador,,,podrá impugnarla,LegalAgent,,argument0925,,,trigger0387
retribuciones,,,gozarán,LegalConcept,,argument0868,,,trigger0263
empresario,autoridad laboral,,comunicará,LegalAgent,LegalEntity,argument0449,argument0177,,trigger0066
trabajadores,,,podrán disponer,LegalAgent,,argument0933,,,trigger0429
plazo,,realización de dicho texto,era,LegalConcept,,argument0761,,argument0811,trigger0212
trabajadores,,,decaerá,LegalAgent,,argument0933,,,trigger0177
,,incumplimientos contractuales,considerarán,,,,,argument0527,trigger0078
,,transgresión de la buena fe contractual,considerarán,,,,,argument0958,trigger0078
,,abuso de confianza en el desempeño del trabajo,considerarán,,,,,argument0118,trigger0078
trabajador,,derecho preferente al reingreso en las vacantes de igual o similar categoría a la suya que hubiera o se produjeran en la empresa,conserva,LegalAgent,,argument0925,,argument0364,trigger0070
empresario,,trabajadores de la empresa,deberá informar,LegalAgent,,argument0449,,argument0941,trigger0128
empresario,,puestos de trabajo vacantes,deberá informar,LegalAgent,,argument0449,,argument0803,trigger0128
empresario,,"solicitudes de conversión voluntaria de un trabajo a tiempo completo en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo de trabajo de los trabajadores a tiempo parcial",deberá informar,LegalAgent,,argument0449,,argument0901,trigger0128
número de miembros del comité de empresa,,,se determinará,LegalConcept,,argument0686,,,trigger0543
relaciones laborales de los trabajadores afectados por la sucesión,,"convenio colectivo que en el momento de la transmisión fuere de aplicación en la empresa, centro de trabajo o unidad productiva autónoma transferida",seguirán rigiéndose,LegalConcept,,argument0837,,argument0304,trigger0607
promoción,,elecciones para renovar la representación por conclusión de la duración del mandato,podrá efectuarse,LegalConcept,,argument0788,,argument0440,trigger0376
El Fondo,,,se tendrán en cuenta,LegalEntity,,argument0014,,,trigger0605
El acto de la votación,,,se efectuará,LegalConcept,,argument0018,,,trigger0547
La Comisión Consultiva Nacional de Convenios Colectivos,,,tendrá,LegalEntity,,argument0045,,,trigger0651
el empresario,al trabajador,un curso dirigido a facilitar la adaptación a las modificaciones operadas,deberá ofrecer,LegalAgent,LegalAgent,argument0428,argument0148,argument0971,trigger0134
acuerdo,empresa,,será comunicado,LegalConcept,LegalEntity,argument0135,argument0445,,trigger0613
acuerdo,autoridad laboral,,será comunicado,LegalConcept,LegalEntity,argument0135,argument0177,,trigger0613
convenio,,,deroga,LegalConcept,,argument0301,,,trigger0180
mesa electoral,,,cumplirá,LegalEntity,,argument0643,,,trigger0100
renuncia,,promoción,no impedirá,LegalAgent,,argument0840,,argument0788,trigger0305
empresario,,horas complementarias,podrá exigir,LegalAgent,,argument0449,,argument0512,trigger0379
acciones,,contrato de trabajo,prescribirán,LegalConcept,,argument0119,,argument0286,trigger0451
indemnización,,contratos,calculará,LegalConcept,,argument0529,,argument0290,trigger0058
,,prestaciones personales obligatorias,,,,,,argument0772,
representantes de los trabajadores,,,podrá ser acordada,LegalEntity,,argument0850,,,trigger0408
,,,,,,,,,
trabajador,representante legal de los trabajadores,,podrá solicitar,LegalAgent,LegalEntity,argument0925,argument0848,,trigger0413
,,,,,,,,,
horas complementarias,,,se consideran,LegalConcept,,argument0512,,,trigger0529
procedimiento arbitral,,,se iniciará,LegalConcept,,argument0777,,,trigger0571
suspensión de la relación laboral,,,subsistirá,LegalConcept,,argument0912,,,trigger0645
empresas,,,tendrán derecho a,LegalEntity,,argument0456,,,trigger0678
cambio de funciones,,,requerirá,LegalConcept,,argument0188,,,trigger0501
progenitor,,,dispondrá,LegalAgent,,argument0786,,,trigger0193
,,,,,,,,,
trabajo nocturno,,,tendrá,LegalConcept,,argument0954,,,trigger0651
contrato,,obligaciones de registro,se presumirá celebrado,LegalConcept,,argument0283,,argument0693,trigger0587
real decreto legislativo,,consulta de las organizaciones sindicales y empresariales más representativas,ha sido sometido,LegalConcept,,argument0810,,argument0272,trigger0268
obligaciones de información y consulta,,decisión relativa a la transmisión,se aplicarán,LegalConcept,,argument0690,,argument0342,trigger0519
inicio de la misma,,nuevo periodo de excedencia,dará fin,LegalConcept,,argument0538,,argument0679,trigger0105
convenio colectivo,,,no podrá ser afectado,LegalConcept,,argument0302,,,trigger0315
lugar de reunión,,,será,LegalConcept,,argument0622,,,trigger0610
adopción,,,dará derecho,LegalConcept,,argument0144,,,trigger0104
trabajadores nocturnos y quienes trabajen a turnos,,,deberán gozar,LegalAgent,,argument0947,,,trigger0161
contrato a tiempo parcial,,,se entenderá celebrado,LegalConcept,,argument0284,,,trigger0550
La regulación de las condiciones establecidas en un convenio de empresa,,,tendrá prioridad aplicativa respecto,LegalConcept,,argument0065,,,trigger0672
razones,,,Tendrán la consideración de modificaciones sustanciales,LegalAgent,,argument0808,,,trigger0030
personas trabajadoras,,,tienen derecho a efectuar,LegalAgent,,argument0758,,,trigger0700
trabajador,,,"Todo ello en los términos señalados en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, y en sus normas de desarrollo, en cuanto les sean de aplicación",LegalAgent,,argument0925,,,trigger0031
contrato de trabajo,,,podrá suspenderse,LegalConcept,,argument0286,,,trigger0418
empresario,,,está obligado a comunicar,LegalAgent,,argument0449,,,trigger0237
cambio de puesto de trabajo,,,se llevará a cabo,LegalConcept,,argument0189,,,trigger0573
comité de empresa,,,tendrá,LegalEntity,,argument0231,,,trigger0651
trabajadores,,,tienen,LegalAgent,,argument0933,,,trigger0695
,,,,,,,,,
,trabajadores,,designarán,,LegalAgent,,argument0933,,trigger0184
madre biológica,,,disfrutará,LegalAgent,,argument0626,,,trigger0191
contrato de trabajo en prácticas,,,podrá concertarse,LegalConcept,,argument0287,,,trigger0367
artículo 56.5,,,será de aplicación,LegalConcept,,argument0163,,,trigger0614
Fondo de Garantía Salarial,,,solicitará,LegalEntity,,argument0041,,,trigger0642
Gobierno,,salarios,se fijará,LegalEntity,,argument0042,,argument0881,trigger0562
periodo de descanso,,,tendrá,LegalConcept,,argument0738,,,trigger0651
jornada de los trabajadores a tiempo parcial,,,se registrará,LegalConcept,,argument0554,,,trigger0597
trabajador,,,se podrá estar contratado,LegalAgent,,argument0925,,,trigger0579
sustituto,,,será,LegalAgent,,argument0916,,,trigger0610
comisión representativa de los trabajadores,,,deberá quedar constituida,LegalEntity,,argument0229,,,trigger0138
,,,,,,,,,
concreción del modo de disfrute del permiso,,,se fijará,LegalConcept,,argument0255,,,trigger0562
consulta,,,deberá realizarse,LegalConcept,,argument0271,,,trigger0139
copia básica,,,contendrá,LegalConcept,,argument0313,,,trigger0087
censo de electores y elegibles,,,se distribuirá,LegalConcept,,argument0209,,,trigger0546
trabajadores,,,adquirirán,LegalAgent,,argument0933,,,trigger0040
trabajadores,,,tienen derecho,LegalAgent,,argument0933,,,trigger0697
periodo de suspensión,,,tendrá una duración inicial,LegalConcept,,argument0741,,,trigger0675
,,,,,,,,,
empresario,trabajador,,deberá informar,LegalAgent,LegalAgent,argument0449,argument0925,,trigger0128
empresario,,Registro salarial,deberá incluir,LegalAgent,,argument0449,,argument0105,trigger0127
,,,,,,,,,
,,,,,,,,,
autoridad laboral,empresa,,verificará,LegalEntity,LegalAgent,argument0177,argument0445,,trigger0711
empresa,trabajadores,,podrá efectuar,LegalAgent,LegalAgent,argument0445,argument0933,,trigger0374
parte receptora,,,podrá negarse,LegalConcept,,argument0727,,,trigger0391
Gobierno,,,fijará,LegalEntity,,argument0042,,,trigger0257
acuerdo,,condiciones de trabajo,deberá determinar,LegalConcept,,argument0135,,argument0261,trigger0118
acuerdo,,duración,deberá determinar,LegalConcept,,argument0135,,argument0410,trigger0118
los salarios de tramitación,,las cuotas de la Seguridad Social correspondientes a dichos salarios,serán con cargo,LegalConcept,,argument0617,,argument0579,trigger0626
despido colectivo,,,se entenderá por,LegalConcept,,argument0375,,,trigger0553
Contra el acuerdo de proclamación,,,se podrá reclamar,LegalConcept,,argument0006,,,trigger0581
La apertura del periodo de consultas y las posiciones de las partes,,a la autoridad laboral,deberán ser notificadas,LegalConcept,,argument0047,,argument0114,trigger0173
los requisitos,,,se considerará,LegalConcept,,argument0615,,,trigger0530
La oficina pública dependiente de la autoridad laboral,árbrito,,dará traslado,LegalEntity,LegalAgent,argument0062,argument1000,,trigger0106
La oficina pública dependiente de la autoridad laboral,escrito,,dará traslado,LegalEntity,LegalAgent,argument0062,argument0472,,trigger0106
La oficina pública dependiente de la autoridad laboral,copia del expediente electoral administrativo,,dará traslado,LegalEntity,LegalAgent,argument0062,argument0315,,trigger0106
la autoridad,asesoramiento del Instituto de la Mujer y para la Igualdad de Oportunidades o de los organismos de igualdad de las comunidades autónomas,,podrá recabar,LegalAgent,LegalAgent,argument0562,argument0169,,trigger0399
La asamblea,asuntos que figuren previamente incluidos en el orden del día,,podrá tratarse,LegalEntity,LegalConcept,argument0048,argument0173,,trigger0422
trabajador,,,reclamar,LegalAgent,,argument0925,,,trigger0494
,,,,,,,,,
,,,,,,,,,
Fondo,,,personará,LegalEntity,,argument0040,,,trigger0354
acuerdos,,oficina pública,comunicarse,LegalConcept,,argument0139,,argument0700,trigger0065
acuerdos,,autoridad laboral,comunicarse,LegalConcept,,argument0139,,argument0177,trigger0065
resultados de la empresa,,,desprenda,LegalConcept,,argument0866,,,trigger0185
resultado de la votación,,tablones de anuncios,publicará,LegalConcept,,argument0864,,argument0917,trigger0471
trabajadores,,,realizasen,LegalAgent,,argument0933,,,trigger0491
autoridad laboral,,,resolverán,LegalEntity,,argument0177,,,trigger0505
comité de empresa,,,tendrá derecho a recibir,LegalEntity,,argument0231,,,trigger0661
trabajadores,,,tendrán derecho a,LegalAgent,,argument0933,,,trigger0678
empresarios,,,estarán legitimados para negociar,LegalAgent,,argument0455,,,trigger0232
decisión empresarial,,,impugnarse,LegalEntity,,argument0339,,,trigger0282
juez,,,prorrogar,LegalAgent,,argument0558,,,trigger0469
empresario,,,deberá acompañar,LegalAgent,,argument0449,,,trigger0110
comisión negociadora,,,entenderá válidamente constituida,LegalConcept,,argument0226,,,trigger0206
constitución del comité intercentros,,,guardará,LegalConcept,,argument0269,,,trigger0266
trabajadores,,,podrán optar,LegalAgent,,argument0933,,,trigger0437
convenios colectivos,,,han de formalizarse,LegalConcept,,argument0306,,,trigger0276
se,,,procederá a constituir,,,argument0885,,,trigger0460
periodo de consultas,,,finalice,LegalConcept,,argument0737,,,trigger0259
empresa,puesto de trabajo,,tendrá,LegalAgent,LegalAgent,argument0445,argument0800,,trigger0651
empresario,componentes de la mesa electoral,censo laboral,remitirá,LegalAgent,LegalAgent,argument0449,argument0241,argument0210,trigger0500
trabajadores,,,tendrán derecho,LegalAgent,,argument0933,,,trigger0677
trabajadores,,empresa,tienen derecho a participar,LegalAgent,,argument0933,,argument0445,trigger0701
,,horas complementarias,Se consideran,,,,,argument0512,trigger0016
,,,,,,,,,
,,límite al encadenamiento de contratos,se tendrán en cuenta,,,,,argument0623,trigger0605
modificación,,,Se considera,LegalConcept,,argument0657,,,trigger0015
comité de empresa,,,tendrá derecho a ser informado y consultado,LegalEntity,,argument0231,,,trigger0663
Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada,,,estarán representados,LegalAgent,,argument0102,,,trigger0234
,,,,,,,,,
indemnizaciones,,,tendrán,LegalConcept,,argument0528,,,trigger0676
autoridad,,,podrá realizar,LegalAgent,,argument0176,,,trigger0397
fiestas,,,se respetarán,LegalConcept,,argument0501,,,trigger0601
decisión extintiva,,,se considerará,LegalConcept,,argument0340,,,trigger0530
concreción horaria y la determinación de los permisos y reducciones de jornada,,,corresponderán,LegalConcept,,argument0257,,,trigger0098
relaciones laborales de carácter especial,,,considerarán,LegalConcept,,argument0836,,,trigger0078
autoridad laboral,,,velará,LegalEntity,,argument0177,,,trigger0707
mesa electoral,,,cumplirá,LegalEntity,,argument0643,,,trigger0100
árbitros,,,deberán abstenerse,LegalAgent,,argument0999,,,trigger0151
cedente y el cesionario,,,habrán de proporcionar,LegalEntity,,argument0208,,,trigger0273
contratación de trabajadores,otra empresa,empresas de trabajo temporal,podrá efectuarse,LegalConcept,LegalEntity,argument0277,argument0709,argument0458,trigger0376
derecho,persona trabajadora,,es,LegalConcept,LegalAgent,argument0358,argument0751,,trigger0213
contrato de trabajo,,causas Excedencia forzosa,podrá suspenderse,LegalConcept,,argument0286,,argument0203,trigger0418
periodo,,dicho cómputo,Se excluyen,LegalConcept,,argument0736,,argument0382,trigger0020
periodo,,seis semanas posteriores al parto,Se excluyen,LegalConcept,,argument0736,,argument0887,trigger0020
periodo,,suspensión obligatoria del contrato de la madre biológica,Se excluyen,LegalConcept,,argument0736,,argument0914,trigger0020
contrato de trabajo,,causas Ejercicio de cargo público representativo,podrá suspenderse,LegalConcept,,argument0286,,argument0202,trigger0418
contrato para la formación y el aprendizaje,,reglas,se regirá,LegalConcept,,argument0289,,argument0830,trigger0593
contrato para la formación y el aprendizaje,,cualificación o competencia profesional adquirida a través del contrato para la formación y el aprendizaje,se regirá,LegalConcept,,argument0289,,argument0325,trigger0593
contrato para la formación y el aprendizaje,,"términos previstos en la Ley Orgánica 5/2002, de 19 de junio, de las Cualificaciones y de la Formación Profesional, y en su normativa de desarrollo",se regirá,LegalConcept,,argument0289,,argument0968,trigger0593
Comisión Consultiva Nacional de Convenios Colectivos,empresas,órgano tripartito equivalente,podrá,LegalEntity,LegalAgent,argument0005,argument0456,argument1001,trigger0355
Comisión Consultiva Nacional de Convenios Colectivos,empresas,Ministerio de Empleo y Seguridad Social,podrá,LegalEntity,LegalAgent,argument0005,argument0456,argument0094,trigger0355
Comisión Consultiva Nacional de Convenios Colectivos,empresas,Comisión,podrá,LegalEntity,LegalAgent,argument0005,argument0456,argument0004,trigger0355
Comisión Consultiva Nacional de Convenios Colectivos,representantes legales de los trabajadores,órgano tripartito equivalente,podrá,LegalEntity,LegalAgent,argument0005,argument0853,argument1001,trigger0355
Comisión Consultiva Nacional de Convenios Colectivos,representantes legales de los trabajadores,Ministerio de Empleo y Seguridad Social,podrá,LegalEntity,LegalAgent,argument0005,argument0853,argument0094,trigger0355
Comisión Consultiva Nacional de Convenios Colectivos,representantes legales de los trabajadores,Comisión,podrá,LegalEntity,LegalAgent,argument0005,argument0853,argument0004,trigger0355
partes,mediador,,podrán acordar,LegalAgent,LegalAgent,argument0728,argument0632,,trigger0424
convenio colectivo,nuevo colegio,composición profesional del sector de actividad productiva o de la empresa,podrá establecerse,LegalConcept,LegalConcept,argument0302,argument0677,argument0242,trigger0378
mesa electoral,,,cumplirá,LegalEntity,,argument0643,,,trigger0100
derechos,,,serán reconocidos,LegalConcept,,argument0365,,,trigger0633
derecho,,,es,LegalConcept,,argument0358,,,trigger0213
